run,task,seed,agent,probe_acc,probe_acc_clean,acc_own,acc_partner,acc_both,acc_none,pre_true,post_true,post_own_decoy,nwords,leaked,fallbacks,unparsed_probes,words
Qwen72_m1_main,t3_vehicles,0,B,0.8,0.8,1.0,0.0,1.0,1.0,False,True,False,3,0,0,0,bicycle scooter skateboard
Qwen72_m1_main,t4_instruments,0,A,1.0,1.0,1.0,1.0,1.0,1.0,True,True,False,3,0,0,0,guitar flute trumpet
Qwen72_m1_main,t4_instruments,0,B,1.0,1.0,1.0,1.0,1.0,1.0,True,True,False,3,0,0,0,violin flute clarinet
Qwen72_m1_main,t5_bodyparts,0,A,0.8,0.7777777777777778,1.0,1.0,0.5,1.0,True,True,False,3,1,0,0,toe finger elbow
Qwen72_m1_main,t5_bodyparts,0,B,0.9,0.8888888888888888,0.5,1.0,1.0,1.0,True,True,False,3,1,0,0,ear finger toe
Qwen72_m1_main,t6_weather,0,A,0.7,0.6666666666666666,1.0,0.5,0.6,1.0,False,True,False,3,1,0,0,cloud water fog
Qwen72_m1_main,t6_weather,0,B,0.5,0.4444444444444444,0.5,1.0,0.2,1.0,True,False,False,3,1,0,0,snow ice rain
Qwen32_m2_shuffled,t1_animals,0,A,0.8,0.7777777777777778,0.0,1.0,0.6666666666666666,1.0,True,True,False,3,1,0,0,duck goat spoonful
Qwen32_m2_shuffled,t2_foods,0,A,0.6,0.6,0.75,,0.25,1.0,False,False,True,3,0,0,0,peach goat goat
Qwen32_m2_shuffled,t3_vehicles,0,A,0.8,0.8,1.0,0.6666666666666666,0.75,1.0,False,False,False,3,0,0,0,motorcycle motorboat seashell
Qwen32_m2_shuffled,t4_instruments,0,A,0.9,0.9,1.0,0.6666666666666666,1.0,1.0,False,False,False,3,0,0,0,flute umbrella tent
Qwen32_m2_shuffled,t5_bodyparts,0,A,0.8,0.8,1.0,0.5,0.75,1.0,False,False,False,3,0,0,0,cheese tree book
Qwen32_m2_shuffled,t6_weather,0,A,0.5,0.4444444444444444,0.5,0.5,0.4,1.0,False,True,False,3,1,0,0,glow breeze mist
Qwen32_m2_diffmis,t1_animals,0,A,0.6,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,True,False,False,3,1,0,0,duck goat dolphin
Qwen32_m2_diffmis,t1_animals,0,B,0.6,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,False,True,False,3,1,0,0,shark shark shark
Qwen32_m2_diffmis,t2_foods,0,A,0.6,0.6,0.75,,0.25,1.0,False,False,False,3,0,0,0,peach blue sun
Qwen32_m2_diffmis,t2_foods,0,B,0.6,0.6,,0.75,0.25,1.0,False,False,False,3,0,0,0,cheese pear banana
Qwen32_m2_diffmis,t3_vehicles,0,A,0.5,0.5,1.0,0.6666666666666666,0.0,1.0,False,False,False,3,0,0,0,motorcycle skyscraper palindrome
Qwen32_m2_diffmis,t3_vehicles,0,B,0.9,0.9,0.6666666666666666,1.0,1.0,1.0,False,False,False,3,0,0,0,swing tent bridge
Qwen32_m2_oneway,t1_animals,0,A,0.5,0.4444444444444444,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,True,True,False,3,1,0,0,duck goat spoonful
Qwen32_m2_oneway,t1_animals,0,B,0.4,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,False,False,False,0,1,0,0,
Qwen32_m2_oneway,t2_foods,0,A,0.6,0.6,0.75,,0.25,1.0,False,False,False,3,0,0,0,peach blueberry pear
Qwen32_m2_oneway,t2_foods,0,B,0.6,0.6,,0.75,0.25,1.0,False,False,False,0,0,0,0,
Qwen32_m2_oneway,t3_vehicles,0,A,0.5,0.5,1.0,0.6666666666666666,0.0,1.0,False,False,False,3,0,0,0,motorcycle motorcycle palindrome
Qwen32_m2_oneway,t3_vehicles,0,B,0.6,0.6,0.3333333333333333,1.0,0.5,1.0,False,False,True,0,0,0,0,
Qwen32_m2_oneway,t4_instruments,0,A,0.8,0.7777777777777778,1.0,1.0,0.3333333333333333,1.0,False,True,False,3,1,0,0,flute guitar harp
Qwen32_m2_oneway,t4_instruments,0,B,0.8,0.7777777777777778,1.0,1.0,0.3333333333333333,1.0,False,True,False,0,1,0,0,
Qwen32_m2_oneway,t5_bodyparts,0,A,0.8,0.8,0.6666666666666666,0.5,1.0,1.0,False,True,False,3,0,0,0,shoulder hand foot
Qwen32_m2_oneway,t5_bodyparts,0,B,0.7,0.7,0.5,0.6666666666666666,0.75,1.0,True,True,False,0,0,0,0,
Qwen32_m2_oneway,t6_weather,0,A,0.7,0.7,0.5,0.5,0.8,1.0,False,False,False,3,0,0,0,glow glow glow
Qwen32_m2_oneway,t6_weather,0,B,0.6,0.6,0.5,0.5,0.6,1.0,False,False,False,0,0,0,0,
Qwen32_m2_static,t1_animals,0,A,0.6,0.5555555555555556,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,False,False,3,1,0,0,duck goat zebra
Qwen32_m2_static,t1_animals,0,B,0.5,0.4444444444444444,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,False,True,False,3,1,0,0,boulder boulder boulder
Qwen32_m2_static,t2_foods,0,A,0.6,0.6,0.75,,0.25,1.0,False,False,False,3,0,0,0,peach blue peach
Qwen32_m2_static,t2_foods,0,B,0.7,0.7,,1.0,0.25,1.0,False,False,False,3,0,0,0,chocolate chocolate chocolate
Qwen32_m2_static,t3_vehicles,0,A,0.5,0.5,1.0,0.6666666666666666,0.0,1.0,False,False,False,3,0,0,0,motorcycle skyscraper palindrome
Qwen32_m2_static,t3_vehicles,0,B,0.6,0.6,0.3333333333333333,1.0,0.5,1.0,False,False,False,3,0,0,0,lightning lightning lightning
Qwen32_m2_static,t4_instruments,0,A,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,3,0,0,0,flute guitar trumpet
Qwen32_m2_static,t4_instruments,0,B,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,3,0,0,0,straw straw straw
Qwen32_m2_static,t5_bodyparts,0,A,0.8,0.8,1.0,0.5,0.75,1.0,False,False,False,3,0,0,0,cheese table chair
Qwen32_m2_static,t5_bodyparts,0,B,0.7,0.7,0.5,1.0,0.5,1.0,True,True,False,3,0,0,0,mustache mustache mustache
Qwen32_m2_static,t6_weather,0,A,0.6,0.6,1.0,0.5,0.4,1.0,False,False,False,3,0,0,0,glow glide mist
Qwen32_m2_static,t6_weather,0,B,0.5,0.5,0.0,1.0,0.4,1.0,False,False,False,3,0,0,0,freezer freezer freezer
Qwen32_m3_main,t1_animals,0,A,1.0,1.0,1.0,1.0,1.0,1.0,True,True,False,3,1,0,0,propose propose propose
Qwen32_m3_main,t1_animals,0,B,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,3,1,0,0,propose propose propose
Qwen32_m3_main,t2_foods,0,A,0.6,0.6,0.75,,0.25,1.0,False,False,False,3,0,0,0,propose propose propose
Qwen32_m3_main,t2_foods,0,B,0.6,0.6,,0.75,0.25,1.0,False,False,False,3,0,0,0,propose propose propose
Qwen32_m3_main,t3_vehicles,0,A,0.5,0.5555555555555556,1.0,0.6666666666666666,0.0,1.0,False,False,False,3,1,0,0,propose propose propose
Qwen32_m3_main,t3_vehicles,0,B,0.7,0.7777777777777778,0.6666666666666666,1.0,0.5,1.0,False,False,False,3,1,0,0,propose propose propose
Qwen32_m3_main,t4_instruments,0,A,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,3,0,0,0,propose propose propose
Qwen32_m3_main,t4_instruments,0,B,0.8,0.8,0.6666666666666666,0.5,1.0,1.0,False,True,False,3,0,0,0,propose propose propose
Qwen32_m3_main,t5_bodyparts,0,A,0.7,0.6666666666666666,0.6666666666666666,0.5,0.75,1.0,False,True,False,3,1,0,0,propose propose propose
Qwen32_m3_main,t5_bodyparts,0,B,0.7,0.6666666666666666,0.5,0.6666666666666666,0.75,1.0,True,True,False,3,1,0,0,propose propose propose
Qwen32_m3_main,t6_weather,0,A,0.4,0.4,1.0,0.5,0.0,1.0,False,False,False,3,0,0,0,propose propose propose
Qwen32_m3_main,t6_weather,0,B,0.4,0.4,0.5,1.0,0.0,1.0,False,False,False,3,0,0,0,propose propose propose
Qwen32_m2_main,t1_animals,0,A,0.7,0.7777777777777778,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,True,True,False,3,1,0,0,duck goat fish
Qwen32_m2_main,t1_animals,0,B,0.6,0.6666666666666666,0.6666666666666666,1.0,0.3333333333333333,0.6666666666666666,False,True,False,3,1,0,0,duck goat shark
Qwen32_m2_main,t2_foods,0,A,1.0,1.0,1.0,,1.0,1.0,False,True,False,3,1,0,0,peach blue sky
Qwen32_m2_main,t2_foods,0,B,1.0,1.0,,1.0,1.0,1.0,False,False,False,3,1,0,0,pear milk butter
Qwen32_m2_main,t3_vehicles,0,A,0.6,0.5555555555555556,1.0,0.6666666666666666,0.25,1.0,False,False,False,3,1,0,0,motorcycle tent palindrome
Qwen32_m2_main,t3_vehicles,0,B,0.8,0.7777777777777778,0.6666666666666666,1.0,0.75,1.0,False,False,False,3,1,0,0,canoe skyscraper bridge
Qwen32_m2_main,t4_instruments,0,A,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,3,0,0,0,flute guitar cello
Qwen32_m2_main,t4_instruments,0,B,1.0,1.0,1.0,1.0,1.0,1.0,False,True,False,3,0,0,0,violin guitar cello
Qwen32_m2_main,t5_bodyparts,0,A,0.4,0.3333333333333333,0.6666666666666666,0.5,0.0,1.0,False,False,False,3,1,0,0,cheese cheetah cheetah
Qwen32_m2_main,t5_bodyparts,0,B,0.6,0.5555555555555556,0.5,0.6666666666666666,0.5,1.0,True,True,False,3,1,0,0,cheek ear chin
Qwen32_m2_main,t6_weather,0,A,0.5,0.5,0.5,0.5,0.4,1.0,False,True,False,3,0,0,0,glow frost glide
Qwen32_m2_main,t6_weather,0,B,0.5,0.5,0.5,1.0,0.2,1.0,False,False,True,3,0,0,0,snow flicker crystal
Qwen32_m1_main,t1_animals,0,A,1.0,1.0,1.0,1.0,1.0,1.0,True,True,False,3,0,0,0,duck guitar lamb
Qwen32_m1_main,t1_animals,0,B,0.8,0.8,0.6666666666666666,1.0,0.6666666666666666,1.0,False,False,False,3,0,0,0,zebra guitar message
Qwen32_m1_main,t2_foods,0,A,0.4,0.4444444444444444,0.25,,0.25,1.0,False,False,False,3,1,0,0,pepper butterfly sunflower
Qwen32_m1_main,t2_foods,0,B,0.5,0.5555555555555556,,0.5,0.25,1.0,False,False,False,3,1,0,0,pearl pearl pearl
Qwen32_m1_main,t3_vehicles,0,A,0.5,0.5555555555555556,1.0,0.6666666666666666,0.0,1.0,False,False,False,3,1,0,0,radar madam madison
Qwen32_m1_main,t3_vehicles,0,B,0.8,0.7777777777777778,0.6666666666666666,0.5,1.0,1.0,False,False,True,3,1,0,0,canoe airplane airplane
Qwen32_m1_main,t4_instruments,0,A,0.9,0.9,1.0,1.0,0.6666666666666666,1.0,False,False,False,3,0,0,0,cello guitar trumpet
Qwen32_m1_main,t4_instruments,0,B,1.0,1.0,1.0,1.0,1.0,1.0,False,False,False,3,0,0,0,flute violin celtic
Qwen32_m1_main,t5_bodyparts,0,A,0.5,0.4444444444444444,0.6666666666666666,0.5,0.25,1.0,False,True,False,3,1,0,0,hand hand cheek
Qwen32_m1_main,t5_bodyparts,0,B,0.4,0.3333333333333333,0.5,0.6666666666666666,0.0,1.0,True,False,False,3,1,0,0,ear cheek chin
Qwen32_m1_main,t6_weather,0,A,0.4,0.3333333333333333,0.5,0.5,0.2,1.0,False,False,True,3,1,0,0,fog frost hail
Qwen32_m1_main,t6_weather,0,B,0.5,0.4444444444444444,0.5,0.5,0.4,1.0,False,False,False,3,1,0,0,snow sleet sleet
